Date,영업이익(원),금융손익(비영업)(원),관계기업투자등관련손익(비영업)(원),종가(원),수정주가(원),PBR,us_10_treasury,Quarter,equity,세전이익,순이익,ROE,COE,gm,수정주가_1주후,수정주가_2주후,수정주가_1달후,수정주가_3달후,수정주가_6달후,수익률_1주후,수익률_2주후,수익률_1달후,수익률_3달후,수익률_6달후,kospi,kospi_1주후,kospi_2주후,kospi_1달후,kospi_3달후,kospi_6달후,kospi_수익률_1주후,kospi_수익률_2주후,kospi_수익률_1달후,kospi_수익률_3달후,kospi_수익률_6달후,상대수익률_1주후,상대수익률_2주후,상대수익률_1달후,상대수익률_3달후,상대수익률_6달후
2022-07-01,1424138807000,-290775279000,28247702000,392000,392000,1.03,2.8889999389648438,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,2.928999938964844,0.5842563966637992,389000,397500,391500,406500,390500,-0.7653061224489796,1.403061224489796,-0.12755102040816327,3.6989795918367347,-0.3826530612244898,2305.419922,2350.610107,2330.97998,2451.5,2169.290039,2313.689941,1.9601715318221289,1.1086942450738495,6.3363761458811565,-5.904776032381317,0.35872072246281417,-2.7254776542711086,0.2943669794159465,-6.46392716628932,9.603755624218053,-0.741373783687304
2022-07-04,1424138807000,-290775279000,28247702000,400500,400500,1.05,2.8889999389648438,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,2.928999938964844,0.5956011810650381,386500,391000,387000,407500,386000,-3.495630461922597,-2.3720349563046192,-3.3707865168539324,1.7478152309612984,-3.620474406991261,2300.340088,2340.27002,2375.25,2452.25,2170.929932,2317.139893,1.7358273330234641,3.256471179664982,6.603802315686118,-5.62569668176821,0.7303183163062846,-5.231457794946061,-5.628506135969602,-9.97458883254005,7.373511912729509,-4.350792723297546
2022-07-05,1424138807000,-290775279000,28247702000,397500,397500,1.04,2.809000015258789,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,2.849000015258789,0.5738160339703924,398500,405000,385500,411000,384000,0.25157232704402516,1.8867924528301887,-3.018867924528302,3.3962264150943398,-3.3962264150943398,2341.780029,2317.76001,2370.969971,2439.620117,2155.48999,2332.790039,-1.0257162800323825,1.2464852222889964,4.178022136510411,-7.955061393172381,-0.3838955789472246,1.2772886070764076,0.6403072305411923,-7.196890061038713,11.35128780826672,-3.012330836147115
2022-07-06,1424138807000,-290775279000,28247702000,393000,393000,1.03,2.9130001068115234,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,2.9530001068115235,0.5890437820778062,403000,396500,387500,404000,388500,2.5445292620865136,0.8905852417302799,-1.3994910941475827,2.7989821882951653,-1.1450381679389312,2292.01001,2328.610107,2386.850098,2461.449951,2209.379883,2280.449951,1.596855896802999,4.137856623060731,7.392635296562256,-3.605138138118337,-0.5043633731774108,0.9476733652835145,-3.2472713813304512,-8.79212639070984,6.404120326413502,-0.6406747947615204
2022-07-07,1424138807000,-290775279000,28247702000,392000,392000,1.03,3.007999897003174,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,3.047999897003174,0.6079936749619989,402000,398500,384500,402000,380500,2.5510204081632653,1.6581632653061225,-1.913265306122449,2.5510204081632653,-2.933673469387755,2334.27002,2322.320068,2409.159912,2473.110107,2215.219971,2236.399902,-0.5119352901597879,3.2082788776938562,5.947901734178981,-5.1000975885386195,-4.1927505027888685,3.0629556983230533,-1.5501156123877338,-7.86116704030143,7.651117996701885,1.2590770334011134
2022-07-08,1424138807000,-290775279000,28247702000,389000,389000,1.02,3.1010000705718994,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,3.1410000705718994,0.6204617400889721,397500,397500,389000,402000,376500,2.185089974293059,2.185089974293059,0.0,3.3419023136246784,-3.2133676092544987,2350.610107,2330.97998,2393.139893,2490.800049,2237.860107,2225.669922,-0.8351077425193724,1.8093083950140636,5.963981078041028,-4.7966270401133775,-5.315223678649823,3.0201977168124317,0.3757815792789956,-5.963981078041028,8.138529353738056,2.1018560693953243
2022-07-11,1424138807000,-290775279000,28247702000,386500,386500,1.01,2.990999937057495,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,3.030999937057495,0.5928627848729265,391000,395000,394500,402000,369000,1.1642949547218628,2.1992238033635187,2.069857697283312,4.010349288486417,-4.527813712807244,2340.27002,2375.25,2403.689941,2493.100098,2232.840088,2218.679932,1.494698462188567,2.7099403256039727,6.530446345674247,-4.590493023535807,-5.195558074960937,-0.3304035074667042,-0.5107165222404539,-4.460588648390935,8.600842312022223,0.6677443621536927
2022-07-12,1424138807000,-290775279000,28247702000,398500,398500,1.04,2.9579999446868896,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,2.9979999446868897,0.6038260543664556,405000,397000,428500,400000,349000,1.631116687578419,-0.37641154328732745,7.528230865746549,0.37641154328732745,-12.421580928481808,2317.76001,2370.969971,2412.959961,2503.459961,2192.070068,2255.97998,2.295749377434466,4.1074119231179615,8.012043964810665,-5.422905799466269,-2.665505908008133,-0.6646326898560471,-4.483823466405289,-0.4838130990641165,5.7993173427535964,-9.756075020473673
2022-07-13,1424138807000,-290775279000,28247702000,403000,403000,1.06,2.9040000438690186,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,2.9440000438690186,0.6043528381557348,396500,395000,423500,398000,338000,-1.6129032258064515,-1.9851116625310175,5.086848635235732,-1.240694789081886,-16.129032258064516,2328.610107,2386.850098,2415.530029,2480.879883,2202.469971,2264.649902,2.501062364408947,3.732695385058725,6.539084217759951,-5.4169710773311515,-2.7467116460471437,-4.113965590215399,-5.7178070475897425,-1.452235582524219,4.176276288249266,-13.382320612017372
2022-07-14,1424138807000,-290775279000,28247702000,402000,402000,1.05,2.9600000381469727,2022Q3,12517200000000,1161611230000,929288984000.0,5.163606174208131,3.0000000381469727,0.6100387856433285,398500,395000,421500,388500,340000,-0.8706467661691543,-1.7412935323383085,4.850746268656716,-3.3582089552238807,-15.422885572139302,2322.320068,2409.159912,2435.27002,2523.780029,2162.870117,2289.969971,3.7393572572788054,4.863668602634663,8.674943810544551,-6.865976537735369,-1.3930076842448407,-4.61000402344796,-6.604962134972971,-3.824197541887835,3.5077675825114882,-14.029877887894461
