Date,영업이익(원),금융손익(비영업)(원),관계기업투자등관련손익(비영업)(원),종가(원),수정주가(원),PBR,us_10_treasury,Quarter,equity,세전이익,순이익,ROE,COE,gm,수정주가_1주후,수정주가_2주후,수정주가_1달후,수정주가_3달후,수정주가_6달후,수익률_1주후,수익률_2주후,수익률_1달후,수익률_3달후,수익률_6달후,kospi,kospi_1주후,kospi_2주후,kospi_1달후,kospi_3달후,kospi_6달후,kospi_수익률_1주후,kospi_수익률_2주후,kospi_수익률_1달후,kospi_수익률_3달후,kospi_수익률_6달후,상대수익률_1주후,상대수익률_2주후,상대수익률_1달후,상대수익률_3달후,상대수익률_6달후
2022-07-20,1357569000000,-191014000000,-75909000000,53300,53300,1.0,3.0360000133514404,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,3.0760000133514405,0.4452050340152592,52600,53100,51200,49100,45900,-1.3133208255159476,-0.37523452157598497,-3.9399624765478425,-7.879924953095685,-13.883677298311445,2386.850098,2415.530029,2461.449951,2508.050049,2237.439941,2365.100098,1.2015807370572513,3.125451952869148,5.077819972924,-6.259721007414509,-0.9112428140428617,-2.5149015625731987,-3.500686474445133,-9.017782449471841,-1.620203945681176,-12.972434484268584
2022-07-21,1357569000000,-191014000000,-75909000000,52100,52100,0.98,2.9100000858306885,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.9500000858306885,0.41842905890750753,52800,53200,51000,49550,45900,1.3435700575815739,2.111324376199616,-2.111324376199616,-4.894433781190019,-11.900191938579654,2409.159912,2435.27002,2473.110107,2492.689941,2218.090088,2386.090088,1.0837847612333944,2.6544603652694305,3.4671849130453243,-7.930973076892214,-0.9575879079296314,0.2597852963481795,-0.5431359890698144,-5.57850928924494,3.0365392957021955,-10.942604030650022
2022-07-22,1357569000000,-191014000000,-75909000000,51800,51800,0.97,2.7829999923706055,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.8229999923706055,0.3963294499700942,53600,53000,51400,49600,46600,3.474903474903475,2.3166023166023164,-0.7722007722007722,-4.247104247104247,-10.038610038610038,2393.139893,2451.5,2490.800049,2462.5,2213.120117,2399.860107,2.4386416845377443,4.080837743153192,2.8982888632160697,-7.522325649518563,0.2808115822922326,1.0362617903657307,-1.7642354265508757,-3.6704896354168417,3.2752214024143163,-10.31942162090227
2022-07-25,1357569000000,-191014000000,-75909000000,51600,51600,0.97,2.819999933242798,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.859999933242798,0.40152398282678325,53600,52900,51100,49450,46850,3.875968992248062,2.5193798449612403,-0.9689922480620154,-4.166666666666666,-9.205426356589147,2403.689941,2452.25,2493.100098,2435.340088,2236.159912,2379.389893,2.0202297381083025,3.719704254484784,1.3167316824079447,-6.9697021293146895,-1.0109476927748253,1.8557392541397593,-1.2003244095235437,-2.28572393046996,2.8030354626480234,-8.194478663814321
2022-07-26,1357569000000,-191014000000,-75909000000,52400,52400,0.98,2.7869999408721924,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.8269999408721924,0.4009826747030888,52800,52900,51200,49550,47250,0.7633587786259541,0.9541984732824428,-2.2900763358778624,-5.438931297709924,-9.82824427480916,2412.959961,2439.620117,2503.459961,2447.449951,2235.070068,2368.320068,1.1048735342028295,3.750580260871556,1.429364372283508,-7.372268743584015,-1.8500055418035188,-0.3415147555768754,-2.7963817875891133,-3.7194407081613705,1.9333374458740913,-7.978238733005641
2022-07-27,1357569000000,-191014000000,-75909000000,52600,52600,0.99,2.7339999675750732,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.7739999675750733,0.39748009008986696,53100,52200,52300,49200,47450,0.9505703422053232,-0.7604562737642585,-0.5703422053231939,-6.4638783269961975,-9.790874524714829,2415.530029,2461.449951,2480.879883,2477.26001,2249.560059,2380.340088,1.9010288197083738,2.7054043301235255,2.555545998554835,-6.870954532024992,-1.4568206802450019,-0.9504584775030506,-3.465860603887784,-3.125888203878029,0.4070762050287948,-8.334053844469826
2022-07-28,1357569000000,-191014000000,-75909000000,52800,52800,0.99,2.680999994277954,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.720999994277954,0.3898858455306952,53200,52600,51300,50400,46900,0.7575757575757576,-0.3787878787878788,-2.840909090909091,-4.545454545454546,-11.174242424242424,2435.27002,2473.110107,2523.780029,2481.030029,2288.780029,2395.26001,1.553835373048285,3.6345049326398753,1.8790527795353094,-6.015349008402769,-1.6429393731049162,-0.7962596154725274,-4.013292811427754,-4.719961870444401,1.469894462948223,-9.531303051137508
2022-07-29,1357569000000,-191014000000,-75909000000,53600,53600,1.01,2.6419999599456787,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.6819999599456787,0.3920612083861909,53000,51900,51300,50200,46100,-1.1194029850746268,-3.171641791044776,-4.291044776119403,-6.343283582089552,-13.992537313432834,2451.5,2490.800049,2527.939941,2426.889893,2268.399902,2428.570068,1.6031021415459898,3.1180885580257023,-1.0038795431368537,-7.468900591474603,-0.935342932898226,-2.7225051266206166,-6.289730349070478,-3.287165232982549,1.125617009385051,-13.057194380534607
2022-08-01,1357569000000,-191014000000,-75909000000,53600,53600,1.01,2.6059999465942383,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.6459999465942383,0.3867986398003321,52900,51900,52000,50100,46350,-1.3059701492537312,-3.171641791044776,-2.9850746268656714,-6.529850746268656,-13.526119402985074,2452.25,2493.100098,2533.52002,2450.929932,2293.610107,2468.649902,1.665821103068606,3.314100112141908,-0.053830889998980204,-6.46915661127536,0.6687695789581043,-2.9717912523223373,-6.485741903186684,-2.931243736866691,-0.060694134993296345,-14.194888981943178
2022-08-02,1357569000000,-191014000000,-75909000000,52800,52800,0.99,2.740999937057495,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.780999937057495,0.3984830996547631,52900,51300,52100,50200,47850,0.1893939393939394,-2.840909090909091,-1.3257575757575757,-4.924242424242424,-9.375,2439.620117,2503.459961,2516.469971,2472.050049,2335.219971,2484.02002,2.616794457265909,3.1500746146700203,1.329302532554908,-4.27936076082127,1.8199515035397618,-2.4274005178719698,-5.9909837055791115,-2.6550601083124836,-0.6448816634211543,-11.194951503539762
2022-08-03,1357569000000,-191014000000,-75909000000,53100,53100,1.0,2.747999906539917,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.787999906539917,0.4035213224441002,52200,51200,52400,50300,47050,-1.694915254237288,-3.5781544256120528,-1.3182674199623352,-5.273069679849341,-11.393596986817325,2461.449951,2480.879883,2508.050049,2415.610107,2336.870117,2450.469971,0.7893693711751609,1.8931970557056386,-1.8623106263597593,-5.061237745231738,-0.44607772729806233,-2.484284625412449,-5.471351481317692,0.5440432063974241,-0.21183193461760297,-10.947519259519263
2022-08-04,1357569000000,-191014000000,-75909000000,53200,53200,1.0,2.6760001182556152,2022Q3,10515800000000,1090646000000,872516800000.0,6.909176173524606,2.7160001182556153,0.39310042905883685,52600,51000,52600,50400,46600,-1.1278195488721803,-4.135338345864661,-1.1278195488721803,-5.263157894736842,-12.406015037593985,2473.110107,2523.780029,2492.689941,2409.409912,2329.169922,2425.080078,2.0488340513664016,0.7917089475547608,-2.5757120485537643,-5.820209322366411,-1.9420901990596255,-3.176653600238582,-4.927047293419422,1.447892499681584,0.5570514276295695,-10.463924838534359
